scenario,original_event,increment_cash,start,end,method
S0_0_paid_open_5,0,-8419.451604129958,2020-01-02,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,61,-906.4806833499788,2024-05-16,2024-06-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,62,208.010899300014,2024-06-12,2024-07-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,63,377.22085990000414,2024-07-02,2024-07-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,64,1646.760971850039,2024-07-12,2024-09-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,65,-82.04153270000097,2024-09-25,2024-10-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,66,626.9480811000067,2024-10-15,2024-10-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,67,-490.2515024499662,2024-10-29,2024-12-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,68,175.26249595002082,2024-12-23,2025-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,69,1264.4799681500226,2025-02-28,2025-04-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,7,54.33971640000527,2020-07-10,2020-07-23,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,70,-207.3206208499978,2025-04-24,2025-05-06,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,71,-935.1541263999934,2025-05-07,2025-05-22,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,72,-85.37945234999643,2025-05-23,2025-06-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,73,-515.922616749991,2025-06-17,2025-07-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,74,38.96755185001166,2025-07-09,2025-08-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,75,1661.310603630016,2025-08-14,2025-09-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,76,1773.8702451180288,2025-09-26,2025-10-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,77,-119.5962740459945,2025-10-30,2025-11-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,78,1224.0526251420233,2025-11-11,2025-11-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,79,-598.3315498529992,2025-11-24,2025-12-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,8,-138.0549755999964,2020-07-24,2020-08-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,80,258.57672816600825,2025-12-11,2025-12-25,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,81,-2461.7880911909524,2025-12-26,2026-03-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,82,-1133.9652901229492,2026-03-03,2026-04-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,83,-273.63933135899424,2026-04-15,2026-04-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,84,-512.8479730800027,2026-04-30,2026-05-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,85,6637.371928830034,2026-05-15,2026-07-09,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,86,-2795.203540353963,2026-07-10,2026-08-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,87,-487.03640139898926,2026-08-13,2026-08-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,88,1729.7082557100366,2026-08-28,2026-09-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,9,-258.9937222000008,2020-08-11,2020-08-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_paid_open_5,before_first_sale,0.0,2020-01-02,2020-01-02,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,0,71.14972760001183,2020-01-03,2020-02-12,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,1,-35.246744399995805,2020-02-13,2020-02-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,10,222.96650420001242,2020-08-19,2020-09-21,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,11,-224.7162064999975,2020-09-22,2020-10-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,12,218.55017370000496,2020-10-19,2020-11-10,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,13,-9.638729699996475,2020-11-11,2020-11-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,14,-8.72095470000204,2020-11-25,2020-12-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,15,-100.10699949999253,2020-12-09,2021-01-18,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,16,-675.1356847999923,2021-01-19,2021-02-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,17,221.91406950001328,2021-02-22,2021-03-24,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,18,-365.0139925000003,2021-03-25,2021-04-19,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,19,1.793480800006364,2021-04-20,2021-04-29,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,2,-366.6167453999951,2020-02-28,2020-04-08,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,20,24.557206000004953,2021-04-30,2021-05-14,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,21,-83.86839509999118,2021-05-17,2021-06-01,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,22,-34.9226899999976,2021-06-02,2021-06-11,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,23,-10.81353439999657,2021-06-15,2021-06-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,24,-555.8600652999812,2021-06-29,2021-09-13,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,25,-444.4806123999897,2021-09-14,2021-10-27,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,26,-82.78682049999952,2021-10-28,2021-11-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,27,-174.00096039999153,2021-11-17,2021-12-28,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,28,-96.22320459999537,2021-12-29,2022-01-20,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,29,-49.41897449999669,2022-01-21,2022-03-04,daily relative change assigned to latest actual sale original event; residual holding attribution retained
S2_F2_30_locked_open_5,3,-28.445824900001753,2020-04-09,2020-04-16,daily relative change assigned to latest actual sale original event; residual holding attribution retained
